Date of analysis,Country,Total country population,Level 1,Area,Validity period,From,To,Phase,Number,Percentage
Feb 2022,KEN,15152179,,Meru,current,2022-02-01,2022-02-28,2,191221,0.25
Feb 2022,KEN,15152179,,Meru,current,2022-02-01,2022-02-28,3,114733,0.15
Feb 2022,KEN,15152179,,Meru,current,2022-02-01,2022-02-28,4,38244,0.05
Feb 2022,KEN,15152179,,Meru,current,2022-02-01,2022-02-28,5,0,0
Feb 2022,KEN,15152179,,Meru,first projection,2022-03-01,2022-06-30,all,764885,1.0
Feb 2022,KEN,15152179,,Meru,first projection,2022-03-01,2022-06-30,3+,152977,0.2
Feb 2022,KEN,15152179,,Meru,first projection,2022-03-01,2022-06-30,1,420687,0.55
Feb 2022,KEN,15152179,,Meru,first projection,2022-03-01,2022-06-30,2,191221,0.25
Feb 2022,KEN,15152179,,Meru,first projection,2022-03-01,2022-06-30,3,114733,0.15
Feb 2022,KEN,15152179,,Meru,first projection,2022-03-01,2022-06-30,4,38244,0.05
Feb 2022,KEN,15152179,,Meru,first projection,2022-03-01,2022-06-30,5,0,0
Feb 2022,KEN,15152179,,Isiolo,current,2022-02-01,2022-02-28,all,268002,1.0
Feb 2022,KEN,15152179,,Isiolo,current,2022-02-01,2022-02-28,3+,80401,0.3
Feb 2022,KEN,15152179,,Isiolo,current,2022-02-01,2022-02-28,1,67001,0.25
Feb 2022,KEN,15152179,,Isiolo,current,2022-02-01,2022-02-28,2,120601,0.45
Feb 2022,KEN,15152179,,Isiolo,current,2022-02-01,2022-02-28,3,67001,0.25
Feb 2022,KEN,15152179,,Isiolo,current,2022-02-01,2022-02-28,4,13400,0.05
Feb 2022,KEN,15152179,,Isiolo,current,2022-02-01,2022-02-28,5,0,0
Feb 2022,KEN,15152179,,Isiolo,first projection,2022-03-01,2022-06-30,all,268002,1.0
Feb 2022,KEN,15152179,,Isiolo,first projection,2022-03-01,2022-06-30,3+,107201,0.4
Feb 2022,KEN,15152179,,Isiolo,first projection,2022-03-01,2022-06-30,1,67001,0.25
Feb 2022,KEN,15152179,,Isiolo,first projection,2022-03-01,2022-06-30,2,93801,0.35
Feb 2022,KEN,15152179,,Isiolo,first projection,2022-03-01,2022-06-30,3,67001,0.25
Feb 2022,KEN,15152179,,Isiolo,first projection,2022-03-01,2022-06-30,4,40200,0.15
Feb 2022,KEN,15152179,,Isiolo,first projection,2022-03-01,2022-06-30,5,0,0
Jul 2021,KEN,15152179,,Marsabit,current,2021-07-01,2021-10-31,all,459785,1.0
Jul 2021,KEN,15152179,,Marsabit,current,2021-07-01,2021-10-31,3+,160925,0.35
Jul 2021,KEN,15152179,,Marsabit,current,2021-07-01,2021-10-31,1,137936,0.3
Jul 2021,KEN,15152179,,Marsabit,current,2021-07-01,2021-10-31,2,160925,0.35
Jul 2021,KEN,15152179,,Marsabit,current,2021-07-01,2021-10-31,3,114946,0.25
Jul 2021,KEN,15152179,,Marsabit,current,2021-07-01,2021-10-31,4,45979,0.1
Jul 2021,KEN,15152179,,Marsabit,current,2021-07-01,2021-10-31,5,0,0
Jul 2021,KEN,15152179,,Marsabit,first projection,2021-11-01,2022-01-31,all,459785,1.0
Jul 2021,KEN,15152179,,Marsabit,first projection,2021-11-01,2022-01-31,3+,160925,0.35
Jul 2021,KEN,15152179,,Marsabit,first projection,2021-11-01,2022-01-31,1,114946,0.25
Jul 2021,KEN,15152179,,Marsabit,first projection,2021-11-01,2022-01-31,2,183914,0.4
Jul 2021,KEN,15152179,,Marsabit,first projection,2021-11-01,2022-01-31,3,114946,0.25
Jul 2021,KEN,15152179,,Marsabit,first projection,2021-11-01,2022-01-31,4,45979,0.1
Jul 2021,KEN,15152179,,Marsabit,first projection,2021-11-01,2022-01-31,5,0,0
Jul 2021,KEN,15152179,,Garissa,current,2021-07-01,2021-10-31,all,841353,1.0
Jul 2021,KEN,15152179,,Garissa,current,2021-07-01,2021-10-31,3+,168271,0.2
Jul 2021,KEN,15152179,,Garissa,current,2021-07-01,2021-10-31,1,294474,0.35
Jul 2021,KEN,15152179,,Garissa,current,2021-07-01,2021-10-31,2,378609,0.45
Jul 2021,KEN,15152179,,Garissa,current,2021-07-01,2021-10-31,3,126203,0.15
Jul 2021,KEN,15152179,,Garissa,current,2021-07-01,2021-10-31,4,42068,0.05
Jul 2021,KEN,15152179,,Garissa,current,2021-07-01,2021-10-31,5,0,0
Jul 2021,KEN,15152179,,Garissa,first projection,2021-11-01,2022-01-31,all,841353,1.0
Jul 2021,KEN,15152179,,Garissa,first projection,2021-11-01,2022-01-31,3+,294473,0.35
Jul 2021,KEN,15152179,,Garissa,first projection,2021-11-01,2022-01-31,1,252406,0.3
Jul 2021,KEN,15152179,,Garissa,first projection,2021-11-01,2022-01-31,2,294474,0.35
Jul 2021,KEN,15152179,,Garissa,first projection,2021-11-01,2022-01-31,3,210338,0.25
Jul 2021,KEN,15152179,,Garissa,first projection,2021-11-01,2022-01-31,4,84135,0.1
Jul 2021,KEN,15152179,,Garissa,first projection,2021-11-01,2022-01-31,5,0,0
Jul 2021,KEN,15152179,,Kitui,current,2021-07-01,2021-10-31,all,1136187,1.0
Jul 2021,KEN,15152179,,Kitui,current,2021-07-01,2021-10-31,3+,113619,0.1
Jul 2021,KEN,15152179,,Kitui,current,2021-07-01,2021-10-31,1,568094,0.5
Jul 2021,KEN,15152179,,Kitui,current,2021-07-01,2021-10-31,2,454475,0.4
Jul 2021,KEN,15152179,,Kitui,current,2021-07-01,2021-10-31,3,113619,0.1
Jul 2021,KEN,15152179,,Kitui,current,2021-07-01,2021-10-31,4,0,0
Jul 2021,KEN,15152179,,Kitui,current,2021-07-01,2021-10-31,5,0,0
Jul 2021,KEN,15152179,,Kitui,first projection,2021-11-01,2022-01-31,all,1136187,1.0
Jul 2021,KEN,15152179,,Kitui,first projection,2021-11-01,2022-01-31,3+,170428,0.15
Jul 2021,KEN,15152179,,Kitui,first projection,2021-11-01,2022-01-31,1,511284,0.45
Jul 2021,KEN,15152179,,Kitui,first projection,2021-11-01,2022-01-31,2,454475,0.4
Jul 2021,KEN,15152179,,Kitui,first projection,2021-11-01,2022-01-31,3,170428,0.15
Jul 2021,KEN,15152179,,Kitui,first projection,2021-11-01,2022-01-31,4,0,0
Jul 2021,KEN,15152179,,Kitui,first projection,2021-11-01,2022-01-31,5,0,0
Jul 2021,KEN,15152179,,Kajiado,current,2021-07-01,2021-10-31,all,1117840,1.0
Jul 2021,KEN,15152179,,Kajiado,current,2021-07-01,2021-10-31,3+,55892,0.05
Jul 2021,KEN,15152179,,Kajiado,current,2021-07-01,2021-10-31,1,614812,0.55
Jul 2021,KEN,15152179,,Kajiado,current,2021-07-01,2021-10-31,2,447136,0.4
Jul 2021,KEN,15152179,,Kajiado,current,2021-07-01,2021-10-31,3,55892,0.05
Jul 2021,KEN,15152179,,Kajiado,current,2021-07-01,2021-10-31,4,0,0
Jul 2021,KEN,15152179,,Kajiado,current,2021-07-01,2021-10-31,5,0,0
Jul 2021,KEN,15152179,,Kajiado,first projection,2021-11-01,2022-01-31,all,1117840,1.0
Jul 2021,KEN,15152179,,Kajiado,first projection,2021-11-01,2022-01-31,3+,55892,0.05
Jul 2021,KEN,15152179,,Kajiado,first projection,2021-11-01,2022-01-31,1,558920,0.5
Jul 2021,KEN,15152179,,Kajiado,first projection,2021-11-01,2022-01-31,2,503028,0.45
Jul 2021,KEN,15152179,,Kajiado,first projection,2021-11-01,2022-01-31,3,55892,0.05
Jul 2021,KEN,15152179,,Kajiado,first projection,2021-11-01,2022-01-31,4,0,0
Jul 2021,KEN,15152179,,Kajiado,first projection,2021-11-01,2022-01-31,5,0,0
Jul 2021,KEN,15152179,,Makueni,current,2021-07-01,2021-10-31,all,987653,1.0
Jul 2021,KEN,15152179,,Makueni,current,2021-07-01,2021-10-31,3+,98765,0.1
Jul 2021,KEN,15152179,,Makueni,current,2021-07-01,2021-10-31,1,444444,0.45
Jul 2021,KEN,15152179,,Makueni,current,2021-07-01,2021-10-31,2,444444,0.45
Jul 2021,KEN,15152179,,Makueni,current,2021-07-01,2021-10-31,3,98765,0.1
Jul 2021,KEN,15152179,,Makueni,current,2021-07-01,2021-10-31,4,0,0
Jul 2021,KEN,15152179,,Makueni,current,2021-07-01,2021-10-31,5,0,0
Jul 2021,KEN,15152179,,Makueni,first projection,2021-11-01,2022-01-31,all,987653,1.0
Jul 2021,KEN,15152179,,Makueni,first projection,2021-11-01,2022-01-31,3+,98765,0.1
Jul 2021,KEN,15152179,,Makueni,first projection,2021-11-01,2022-01-31,1,493827,0.5
Jul 2021,KEN,15152179,,Makueni,first projection,2021-11-01,2022-01-31,2,395061,0.4
Jul 2021,KEN,15152179,,Makueni,first projection,2021-11-01,2022-01-31,3,98765,0.1
Jul 2021,KEN,15152179,,Makueni,first projection,2021-11-01,2022-01-31,4,0,0
Jul 2021,KEN,15152179,,Makueni,first projection,2021-11-01,2022-01-31,5,0,0
Jul 2021,KEN,15152179,,Wajir,current,2021-07-01,2021-10-31,all,781263,1.0
Jul 2021,KEN,15152179,,Wajir,current,2021-07-01,2021-10-31,3+,195316,0.25
Jul 2021,KEN,15152179,,Wajir,current,2021-07-01,2021-10-31,1,156253,0.2
Jul 2021,KEN,15152179,,Wajir,current,2021-07-01,2021-10-31,2,429695,0.55
Jul 2021,KEN,15152179,,Wajir,current,2021-07-01,2021-10-31,3,156253,0.2
Jul 2021,KEN,15152179,,Wajir,current,2021-07-01,2021-10-31,4,39063,0.05
Jul 2021,KEN,15152179,,Wajir,current,2021-07-01,2021-10-31,5,0,0
Jul 2021,KEN,15152179,,Wajir,first projection,2021-11-01,2022-01-31,all,781263,1.0
Jul 2021,KEN,15152179,,Wajir,first projection,2021-11-01,2022-01-31,3+,234379,0.3
Jul 2021,KEN,15152179,,Wajir,first projection,2021-11-01,2022-01-31,1,195316,0.25
Jul 2021,KEN,15152179,,Wajir,first projection,2021-11-01,2022-01-31,2,351568,0.45
Jul 2021,KEN,15152179,,Wajir,first projection,2021-11-01,2022-01-31,3,195316,0.25
Jul 2021,KEN,15152179,,Wajir,first projection,2021-11-01,2022-01-31,4,39063,0.05
Jul 2021,KEN,15152179,,Wajir,first projection,2021-11-01,2022-01-31,5,0,0
Jul 2021,KEN,15152179,,West pokot,current,2021-07-01,2021-10-31,all,621241,1.0
Jul 2021,KEN,15152179,,West pokot,current,2021-07-01,2021-10-31,3+,31062,0.05
Jul 2021,KEN,15152179,,West pokot,current,2021-07-01,2021-10-31,1,528055,0.85
Jul 2021,KEN,15152179,,West pokot,current,2021-07-01,2021-10-31,2,62124,0.1
Jul 2021,KEN,15152179,,West pokot,current,2021-07-01,2021-10-31,3,31062,0.05
Jul 2021,KEN,15152179,,West pokot,current,2021-07-01,2021-10-31,4,0,0
Jul 2021,KEN,15152179,,West pokot,current,2021-07-01,2021-10-31,5,0,0
Jul 2021,KEN,15152179,,West pokot,first projection,2021-11-01,2022-01-31,all,621241,1.0
Jul 2021,KEN,15152179,,West pokot,first projection,2021-11-01,2022-01-31,3+,31062,0.05
Jul 2021,KEN,15152179,,West pokot,first projection,2021-11-01,2022-01-31,1,528055,0.85
Jul 2021,KEN,15152179,,West pokot,first projection,2021-11-01,2022-01-31,2,62124,0.1
Jul 2021,KEN,15152179,,West pokot,first projection,2021-11-01,2022-01-31,3,31062,0.05
Jul 2021,KEN,15152179,,West pokot,first projection,2021-11-01,2022-01-31,4,0,0
Jul 2021,KEN,15152179,,West pokot,first projection,2021-11-01,2022-01-31,5,0,0
Jul 2021,KEN,15152179,,Turkana,current,2021-07-01,2021-10-31,all,926976,1.0
Jul 2021,KEN,15152179,,Turkana,current,2021-07-01,2021-10-31,3+,370791,0.4
Jul 2021,KEN,15152179,,Turkana,current,2021-07-01,2021-10-31,1,231744,0.25
Jul 2021,KEN,15152179,,Turkana,current,2021-07-01,2021-10-31,2,324442,0.35
Jul 2021,KEN,15152179,,Turkana,current,2021-07-01,2021-10-31,3,278093,0.3
Jul 2021,KEN,15152179,,Turkana,current,2021-07-01,2021-10-31,4,92698,0.1
Jul 2021,KEN,15152179,,Turkana,current,2021-07-01,2021-10-31,5,0,0
Jul 2021,KEN,15152179,,Turkana,first projection,2021-11-01,2022-01-31,all,926976,1.0
Jul 2021,KEN,15152179,,Turkana,first projection,2021-11-01,2022-01-31,3+,278093,0.3
Jul 2021,KEN,15152179,,Turkana,first projection,2021-11-01,2022-01-31,1,324442,0.35
Jul 2021,KEN,15152179,,Turkana,first projection,2021-11-01,2022-01-31,2,324442,0.35
Jul 2021,KEN,15152179,,Turkana,first projection,2021-11-01,2022-01-31,3,231744,0.25
Jul 2021,KEN,15152179,,Turkana,first projection,2021-11-01,2022-01-31,4,46349,0.05
Jul 2021,KEN,15152179,,Turkana,first projection,2021-11-01,2022-01-31,5,0,0
Jul 2021,KEN,15152179,,Nyeri,current,2021-07-01,2021-10-31,all,198901,1.0
Jul 2021,KEN,15152179,,Nyeri,current,2021-07-01,2021-10-31,3+,9945,0.05
Jul 2021,KEN,15152179,,Nyeri,current,2021-07-01,2021-10-31,1,159121,0.8
Jul 2021,KEN,15152179,,Nyeri,current,2021-07-01,2021-10-31,2,29835,0.15
Jul 2021,KEN,15152179,,Nyeri,current,2021-07-01,2021-10-31,3,9945,0.05
Jul 2021,KEN,15152179,,Nyeri,current,2021-07-01,2021-10-31,4,0,0
Jul 2021,KEN,15152179,,Nyeri,current,2021-07-01,2021-10-31,5,0,0
Jul 2021,KEN,15152179,,Nyeri,first projection,2021-11-01,2022-01-31,all,198901,1.0
Jul 2021,KEN,15152179,,Nyeri,first projection,2021-11-01,2022-01-31,3+,19890,0.1
Jul 2021,KEN,15152179,,Nyeri,first projection,2021-11-01,2022-01-31,1,149176,0.75
Jul 2021,KEN,15152179,,Nyeri,first projection,2021-11-01,2022-01-31,2,29835,0.15
Jul 2021,KEN,15152179,,Nyeri,first projection,2021-11-01,2022-01-31,3,19890,0.1
Jul 2021,KEN,15152179,,Nyeri,first projection,2021-11-01,2022-01-31,4,0,0
Jul 2021,KEN,15152179,,Nyeri,first projection,2021-11-01,2022-01-31,5,0,0
Jul 2021,KEN,15152179,,Narok,current,2021-07-01,2021-10-31,all,1157873,1.0
Jul 2021,KEN,15152179,,Narok,current,2021-07-01,2021-10-31,3+,57894,0.05
Jul 2021,KEN,15152179,,Narok,current,2021-07-01,2021-10-31,1,984192,0.85
Jul 2021,KEN,15152179,,Narok,current,2021-07-01,2021-10-31,2,115787,0.1
Jul 2021,KEN,15152179,,Narok,current,2021-07-01,2021-10-31,3,57894,0.05
Jul 2021,KEN,15152179,,Narok,current,2021-07-01,2021-10-31,4,0,0
Jul 2021,KEN,15152179,,Narok,current,2021-07-01,2021-10-31,5,0,0
Jul 2021,KEN,15152179,,Narok,first projection,2021-11-01,2022-01-31,all,1157873,1.0
Jul 2021,KEN,15152179,,Narok,first projection,2021-11-01,2022-01-31,3+,57894,0.05
Jul 2021,KEN,15152179,,Narok,first projection,2021-11-01,2022-01-31,1,984192,0.85
Jul 2021,KEN,15152179,,Narok,first projection,2021-11-01,2022-01-31,2,115787,0.1
Jul 2021,KEN,15152179,,Narok,first projection,2021-11-01,2022-01-31,3,57894,0.05
Jul 2021,KEN,15152179,,Narok,first projection,2021-11-01,2022-01-31,4,0,0
Jul 2021,KEN,15152179,,Narok,first projection,2021-11-01,2022-01-31,5,0,0
Jul 2021,KEN,15152179,,Tharaka,current,2021-07-01,2021-10-31,all,133595,1.0
Jul 2021,KEN,15152179,,Tharaka,current,2021-07-01,2021-10-31,3+,6680,0.05
Jul 2021,KEN,15152179,,Tharaka,current,2021-07-01,2021-10-31,1,106876,0.8
Jul 2021,KEN,15152179,,Tharaka,current,2021-07-01,2021-10-31,2,20039,0.15
Jul 2021,KEN,15152179,,Tharaka,current,2021-07-01,2021-10-31,3,6680,0.05
Jul 2021,KEN,15152179,,Tharaka,current,2021-07-01,2021-10-31,4,0,0
Jul 2021,KEN,15152179,,Tharaka,current,2021-07-01,2021-10-31,5,0,0
Jul 2021,KEN,15152179,,Tharaka,first projection,2021-11-01,2022-01-31,all,133595,1.0
Jul 2021,KEN,15152179,,Tharaka,first projection,2021-11-01,2022-01-31,3+,6680,0.05
Jul 2021,KEN,15152179,,Tharaka,first projection,2021-11-01,2022-01-31,1,93517,0.7
Jul 2021,KEN,15152179,,Tharaka,first projection,2021-11-01,2022-01-31,2,33399,0.25
Jul 2021,KEN,15152179,,Tharaka,first projection,2021-11-01,2022-01-31,3,6680,0.05
Jul 2021,KEN,15152179,,Tharaka,first projection,2021-11-01,2022-01-31,4,0,0
Jul 2021,KEN,15152179,,Tharaka,first projection,2021-11-01,2022-01-31,5,0,0
Jul 2021,KEN,15152179,,TANA RIVER,current,2021-07-01,2021-10-31,all,315943,1.0
Jul 2021,KEN,15152179,,TANA RIVER,current,2021-07-01,2021-10-31,3+,63188,0.2
Jul 2021,KEN,15152179,,TANA RIVER,current,2021-07-01,2021-10-31,1,126377,0.4
Jul 2021,KEN,15152179,,TANA RIVER,current,2021-07-01,2021-10-31,2,126377,0.4
Jul 2021,KEN,15152179,,TANA RIVER,current,2021-07-01,2021-10-31,3,47391,0.15
Jul 2021,KEN,15152179,,TANA RIVER,current,2021-07-01,2021-10-31,4,15797,0.05
Jul 2021,KEN,15152179,,TANA RIVER,current,2021-07-01,2021-10-31,5,0,0
Jul 2021,KEN,15152179,,TANA RIVER,first projection,2021-11-01,2022-01-31,all,315943,1.0
Jul 2021,KEN,15152179,,TANA RIVER,first projection,2021-11-01,2022-01-31,3+,78986,0.25
Jul 2021,KEN,15152179,,TANA RIVER,first projection,2021-11-01,2022-01-31,1,110580,0.35
Jul 2021,KEN,15152179,,TANA RIVER,first projection,2021-11-01,2022-01-31,2,126377,0.4
Jul 2021,KEN,15152179,,TANA RIVER,first projection,2021-11-01,2022-01-31,3,63189,0.2
Jul 2021,KEN,15152179,,TANA RIVER,first projection,2021-11-01,2022-01-31,4,15797,0.05
Jul 2021,KEN,15152179,,TANA RIVER,first projection,2021-11-01,2022-01-31,5,0,0
Jul 2021,KEN,15152179,,Taita,current,2021-07-01,2021-10-31,all,340671,1.0
Jul 2021,KEN,15152179,,Taita,current,2021-07-01,2021-10-31,3+,17034,0.05
Jul 2021,KEN,15152179,,Taita,current,2021-07-01,2021-10-31,1,289570,0.85
Jul 2021,KEN,15152179,,Taita,current,2021-07-01,2021-10-31,2,34067,0.1
Jul 2021,KEN,15152179,,Taita,current,2021-07-01,2021-10-31,3,17034,0.05
Jul 2021,KEN,15152179,,Taita,current,2021-07-01,2021-10-31,4,0,0
Jul 2021,KEN,15152179,,Taita,current,2021-07-01,2021-10-31,5,0,0
Jul 2021,KEN,15152179,,Taita,first projection,2021-11-01,2022-01-31,all,340671,1.0
Jul 2021,KEN,15152179,,Taita,first projection,2021-11-01,2022-01-31,3+,17034,0.05
Jul 2021,KEN,15152179,,Taita,first projection,2021-11-01,2022-01-31,1,306604,0.9
Jul 2021,KEN,15152179,,Taita,first projection,2021-11-01,2022-01-31,2,17034,0.05
Jul 2021,KEN,15152179,,Taita,first projection,2021-11-01,2022-01-31,3,17034,0.05
Jul 2021,KEN,15152179,,Taita,first projection,2021-11-01,2022-01-31,4,0,0
Jul 2021,KEN,15152179,,Taita,first projection,2021-11-01,2022-01-31,5,0,0
Jul 2021,KEN,15152179,,Samburu,current,2021-07-01,2021-10-31,all,310327,1.0
Jul 2021,KEN,15152179,,Samburu,current,2021-07-01,2021-10-31,3+,46549,0.15
Jul 2021,KEN,15152179,,Samburu,current,2021-07-01,2021-10-31,1,139647,0.45
Jul 2021,KEN,15152179,,Samburu,current,2021-07-01,2021-10-31,2,124131,0.4
Jul 2021,KEN,15152179,,Samburu,current,2021-07-01,2021-10-31,3,31033,0.1
Jul 2021,KEN,15152179,,Samburu,current,2021-07-01,2021-10-31,4,15516,0.05
Jul 2021,KEN,15152179,,Samburu,current,2021-07-01,2021-10-31,5,0,0
Jul 2021,KEN,15152179,,Samburu,first projection,2021-11-01,2022-01-31,all,310327,1.0
Jul 2021,KEN,15152179,,Samburu,first projection,2021-11-01,2022-01-31,3+,46549,0.15
Jul 2021,KEN,15152179,,Samburu,first projection,2021-11-01,2022-01-31,1,124131,0.4
Jul 2021,KEN,15152179,,Samburu,first projection,2021-11-01,2022-01-31,2,139647,0.45
Jul 2021,KEN,15152179,,Samburu,first projection,2021-11-01,2022-01-31,3,31033,0.1
Jul 2021,KEN,15152179,,Samburu,first projection,2021-11-01,2022-01-31,4,15516,0.05
Jul 2021,KEN,15152179,,Samburu,first projection,2021-11-01,2022-01-31,5,0,0
Jul 2021,KEN,15152179,,Meru,current,2021-07-01,2021-10-31,all,764885,1.0
Jul 2021,KEN,15152179,,Meru,current,2021-07-01,2021-10-31,3+,38244,0.05
Jul 2021,KEN,15152179,,Meru,current,2021-07-01,2021-10-31,1,497175,0.65
Jul 2021,KEN,15152179,,Meru,current,2021-07-01,2021-10-31,2,229466,0.3
Jul 2021,KEN,15152179,,Meru,current,2021-07-01,2021-10-31,3,38244,0.05
Jul 2021,KEN,15152179,,Meru,current,2021-07-01,2021-10-31,4,0,0
Jul 2021,KEN,15152179,,Meru,current,2021-07-01,2021-10-31,5,0,0
Jul 2021,KEN,15152179,,Meru,first projection,2021-11-01,2022-01-31,all,764885,1.0
Jul 2021,KEN,15152179,,Meru,first projection,2021-11-01,2022-01-31,3+,38244,0.05
Jul 2021,KEN,15152179,,Meru,first projection,2021-11-01,2022-01-31,1,458931,0.6
Jul 2021,KEN,15152179,,Meru,first projection,2021-11-01,2022-01-31,2,267710,0.35
Jul 2021,KEN,15152179,,Meru,first projection,2021-11-01,2022-01-31,3,38244,0.05
Jul 2021,KEN,15152179,,Meru,first projection,2021-11-01,2022-01-31,4,0,0
Jul 2021,KEN,15152179,,Meru,first projection,2021-11-01,2022-01-31,5,0,0
Jul 2021,KEN,15152179,,Lamu county,current,2021-07-01,2021-10-31,all,143920,1.0
Jul 2021,KEN,15152179,,Lamu county,current,2021-07-01,2021-10-31,3+,14392,0.1
Jul 2021,KEN,15152179,,Lamu county,current,2021-07-01,2021-10-31,1,50372,0.35
Jul 2021,KEN,15152179,,Lamu county,current,2021-07-01,2021-10-31,2,79156,0.55
Jul 2021,KEN,15152179,,Lamu county,current,2021-07-01,2021-10-31,3,14392,0.1
Jul 2021,KEN,15152179,,Lamu county,current,2021-07-01,2021-10-31,4,0,0
Jul 2021,KEN,15152179,,Lamu county,current,2021-07-01,2021-10-31,5,0,0
Jul 2021,KEN,15152179,,Lamu county,first projection,2021-11-01,2022-01-31,all,143920,1.0
Jul 2021,KEN,15152179,,Lamu county,first projection,2021-11-01,2022-01-31,3+,28784,0.2
Jul 2021,KEN,15152179,,Lamu county,first projection,2021-11-01,2022-01-31,1,57568,0.4
Jul 2021,KEN,15152179,,Lamu county,first projection,2021-11-01,2022-01-31,2,57568,0.4
Jul 2021,KEN,15152179,,Lamu county,first projection,2021-11-01,2022-01-31,3,21588,0.15
Jul 2021,KEN,15152179,,Lamu county,first projection,2021-11-01,2022-01-31,4,7196,0.05
Jul 2021,KEN,15152179,,Lamu county,first projection,2021-11-01,2022-01-31,5,0,0
Jul 2021,KEN,15152179,,Kilifi,current,2021-07-01,2021-10-31,all,1453787,1.0
Jul 2021,KEN,15152179,,Kilifi,current,2021-07-01,2021-10-31,3+,145379,0.1
Jul 2021,KEN,15152179,,Kilifi,current,2021-07-01,2021-10-31,1,726894,0.5
Jul 2021,KEN,15152179,,Kilifi,current,2021-07-01,2021-10-31,2,581515,0.4
Jul 2021,KEN,15152179,,Kilifi,current,2021-07-01,2021-10-31,3,145379,0.1
Jul 2021,KEN,15152179,,Kilifi,current,2021-07-01,2021-10-31,4,0,0
Jul 2021,KEN,15152179,,Kilifi,current,2021-07-01,2021-10-31,5,0,0
Jul 2021,KEN,15152179,,Kilifi,first projection,2021-11-01,2022-01-31,all,1453787,1.0
Jul 2021,KEN,15152179,,Kilifi,first projection,2021-11-01,2022-01-31,3+,145379,0.1
Jul 2021,KEN,15152179,,Kilifi,first projection,2021-11-01,2022-01-31,1,726894,0.5
Jul 2021,KEN,15152179,,Kilifi,first projection,2021-11-01,2022-01-31,2,581515,0.4
Jul 2021,KEN,15152179,,Kilifi,first projection,2021-11-01,2022-01-31,3,145379,0.1
Jul 2021,KEN,15152179,,Kilifi,first projection,2021-11-01,2022-01-31,4,0,0
Jul 2021,KEN,15152179,,Kilifi,first projection,2021-11-01,2022-01-31,5,0,0
Jul 2021,KEN,15152179,,Kwale,current,2021-07-01,2021-10-31,all,866820,1.0
Jul 2021,KEN,15152179,,Kwale,current,2021-07-01,2021-10-31,3+,86682,0.1
Jul 2021,KEN,15152179,,Kwale,current,2021-07-01,2021-10-31,1,433410,0.5
Jul 2021,KEN,15152179,,Kwale,current,2021-07-01,2021-10-31,2,346728,0.4
Jul 2021,KEN,15152179,,Kwale,current,2021-07-01,2021-10-31,3,86682,0.1
Jul 2021,KEN,15152179,,Kwale,current,2021-07-01,2021-10-31,4,0,0
Jul 2021,KEN,15152179,,Kwale,current,2021-07-01,2021-10-31,5,0,0
Jul 2021,KEN,15152179,,Kwale,first projection,2021-11-01,2022-01-31,all,866820,1.0
Jul 2021,KEN,15152179,,Kwale,first projection,2021-11-01,2022-01-31,3+,173364,0.2
Jul 2021,KEN,15152179,,Kwale,first projection,2021-11-01,2022-01-31,1,433410,0.5
Jul 2021,KEN,15152179,,Kwale,first projection,2021-11-01,2022-01-31,2,260046,0.3
Jul 2021,KEN,15152179,,Kwale,first projection,2021-11-01,2022-01-31,3,130023,0.15
Jul 2021,KEN,15152179,,Kwale,first projection,2021-11-01,2022-01-31,4,43341,0.05
Jul 2021,KEN,15152179,,Kwale,first projection,2021-11-01,2022-01-31,5,0,0
Jul 2021,KEN,15152179,,Mandera,current,2021-07-01,2021-10-31,all,867457,1.0
Jul 2021,KEN,15152179,,Mandera,current,2021-07-01,2021-10-31,3+,173492,0.2
Jul 2021,KEN,15152179,,Mandera,current,2021-07-01,2021-10-31,1,346983,0.4
Jul 2021,KEN,15152179,,Mandera,current,2021-07-01,2021-10-31,2,346983,0.4
Jul 2021,KEN,15152179,,Mandera,current,2021-07-01,2021-10-31,3,130119,0.15
Jul 2021,KEN,15152179,,Mandera,current,2021-07-01,2021-10-31,4,43373,0.05
Jul 2021,KEN,15152179,,Mandera,current,2021-07-01,2021-10-31,5,0,0
Jul 2021,KEN,15152179,,Mandera,first projection,2021-11-01,2022-01-31,all,867457,1.0
Jul 2021,KEN,15152179,,Mandera,first projection,2021-11-01,2022-01-31,3+,216864,0.25
Jul 2021,KEN,15152179,,Mandera,first projection,2021-11-01,2022-01-31,1,303610,0.35
